Building Name,Building No.,Building Address,Town,Electrical (kWh),Electrical ($),Natural Gas (ccf),Natural Gas ($),Propane (gal),Propane ($),No. 1 Oil (gal),No. 1 Oil ($),No. 2 Oil (gal),No. 2 Oil ($),No. 6 Oil (gal),No. 6 Oil ($),Wood Chunk (cord),Wood Chunk ($),Wood Chip (ton),Wood Chip ($),Wood Pellet (ton),Wood Pellet ($),Biodiesel Blend (B20) (gal),Biodiesel Blend (B20) ($),Diesel (gal),Diesel ($),Gasohol (gal),Gasohol ($), BLDG TOTAL ($),Year,Location
"1, 2 & 3 North",6351,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
NESCF Wood Shed 2,6524,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
Heifer Barn,6459,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Troop Headquarters,6252,1078 US Rte 2,Middlesex,57958.00,$9139.09,,,,,,,,,,,,,,,,,,,,,,,$9139.09,01/01/2010 12:00:00 AM,"1078 US Rte 2
Middlesex, VT
(44.30009250600045, -72.69103957499965)"
NSCF A-2 Admin/Seg/Dining,6263,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Sewage Pump Station,6617,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Route 5,,,Dummerston,8130.00,$1247.98,,,,,,,345.90,$1265.00,,,,,,,,,,,,,,,$2512.98,01/01/2012 12:00:00 AM,"Dummerston, VT
(42.93153052100047, -72.61215661399967)"
4 North,6353,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
NSCF VCI 2,6531,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Sharon North Information Center,9447,"I-89 Northbound, Mile Marker 10",Sharon,272468.00,$43774.96,,,529.70,$744.39,,,,,,,,,,,,,,,274.30,$972.97,,,$45492.32,01/01/2013 12:00:00 AM,"I-89 Northbound, Mile Marker 10
Sharon, VT
(43.783681207000484, -72.45679705999964)"
North Country Dorm,6450,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Garage Building,6296,2011 VT Rte 107,Royalton,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"2011 VT Rte 107
Royalton, VT
(43.82341148100045, -72.60459188999965)"
NESCF Program Building,6346,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
Wood Storage Shed 2 (outside fence),6465,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Garage,6336,140 Fisher Pond Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"140 Fisher Pond Rd
St. Albans, VT
(44.809580492000464, -73.06590164799962)"
Heifer Barn,6459,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
324 Main St (Bennco),6082,324 Main St,Bennington,202034.74,$23809.36,,,6643.80,$10881.69,,,,,,,,,,,,,,,,,,,$34691.05,01/01/2009 12:00:00 AM,"324 Main St
Bennington, VT
(42.87883538200049, -73.19800713799964)"
New Health Lab,6204,245 South Park Dr,Colchester,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"245 South Park Dr
Colchester, VT
(44.503773613000476, -73.17861774399967)"
6 & 7 South,6362,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
NSCF Garage,6533,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Hartford South Information Center,9433,"I-91 Southbound, Mile Marker 68.2",Hartford,28291.00,$4086.06,,,,,,,438.00,$1260.93,,,,,,,,,,,,,,,$5346.99,01/01/2011 12:00:00 AM,"I-91 Southbound, Mile Marker 68.2
Hartford, VT
(43.660620862000485, -72.33879686499967)"
West Office Center Core,6374,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Barn,6376,43.5 Randall St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"43.5 Randall St
Waterbury, VT
(44.33871221600049, -72.75730654699964)"
SSCF A Core Building,6514,"700 Charlestown Rd, Rte 11",Springfield,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"700 Charlestown Rd, Rte 11
Springfield, VT
(43.26490670600049, -72.44043509499966)"
5 North,6354,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Wood Storage Shed 2 (outside fence),6465,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
NSCF B Building/Gym,6264,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
121 South Main St,6382,121 South Main St,Waterbury,14826.07,$1747.22,,,,,,,1834.40,$3541.40,,,,,,,,,,,,,,,$5288.62,01/01/2009 12:00:00 AM,"121 South Main St
Waterbury, VT
(44.33161675100047, -72.75020320199962)"
Ladd Hall,6369,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Remote Radio Building,6244,2490 Ethan Allen Hwy,New Haven,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"2490 Ethan Allen Hwy
New Haven, VT
(44.08327923000047, -73.17642245699966)"
Radio & Communications Shop,6251,409 US Rte 2,Middlesex,23390.00,$3451.24,,,2241.80,$3752.50,,,,,,,,,,,,,,,,,,,$7203.74,01/01/2010 12:00:00 AM,"409 US Rte 2
Middlesex, VT
(44.27601227600047, -72.64280804899965)"
132 State St,6024,132 State St,Montpelier,,,,,,,,,,,,,,,,,,,,,423.90,$1516.00,,,$1516.00,01/01/2012 12:00:00 AM,"132 State St
Montpelier, VT
(44.261692764000486, -72.58249672999966)"
Father Logue Camp Maintenance Shed,6612,Hart Rd,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"Hart Rd
Duxbury, VT
(44.3293600070005, -72.76684821899966)"
Gate House,6462,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Recycling Building,6325,20 Houghton St,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"20 Houghton St
St. Albans, VT
(44.80955088100046, -73.08872640499965)"
Caledonia Court House,6344,1126 Main St,St. Johnsbury,392577.00,$62611.94,,,,,,,30599.00,$86060.10,,,,,,,,,,,,,,,$148672.04,01/01/2011 12:00:00 AM,"1126 Main St
St. Johnsbury, VT
(44.41784532100047, -72.02053940099967)"
Regional Library,6342,23 Tilton Rd,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"23 Tilton Rd
St. Johnsbury, VT
(44.42804427100049, -72.05235856399963)"
East Cottage,6271,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Boiler House,6443,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,541.00,$1378.85,,,$1378.85,01/01/2010 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Maintenance Building,6278,405 Academy Rd,Pittsford,15472.00,$2109.29,,,,,,,643.90,$1616.25,,,,,,,,,,,449.30,$1127.58,,,$4853.12,01/01/2010 12:00:00 AM,"405 Academy Rd
Pittsford, VT
(43.71565745300046, -73.01878346699965)"
12 Baldwin St,6007,12 Baldwin St,Montpelier,33895.00,$4873.16,,,,,,,1707.10,$5297.08,,,,,,,,,,,,,,,$10170.24,01/01/2011 12:00:00 AM,"12 Baldwin St
Montpelier, VT
(44.263022856000475, -72.58310670099962)"
NWSCF Futures Storage Shed,6329,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
MVRCF Storage,6040,167 State St,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"167 State St
Rutland, VT
(43.6085264240005, -72.99014325899964)"
Storage Building,6306,McKinley Ave Complex,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"McKinley Ave Complex
Rutland, VT
(43.605093197000485, -72.97827833599968)"
Regional Library,6090,578 Paine Turnpike,Berlin,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"578 Paine Turnpike
Berlin, VT
(44.21736386700047, -72.57240911399964)"
Ladd Hall,6369,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Storage Building,6306,McKinley Ave Complex,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"McKinley Ave Complex
Rutland, VT
(43.605093197000485, -72.97827833599968)"
Central Services,6250,1078 US Rte 2,Middlesex,437539.94,$51563.14,,,2532.70,$3993.72,,,16154.90,$29073.47,,,,,,,,,,,,,,,$84630.33,01/01/2009 12:00:00 AM,"1078 US Rte 2
Middlesex, VT
(44.30009250600045, -72.69103957499965)"
CCWC Wood Shed 1,6349,1266 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"1266 US Rte 5
St. Johnsbury, VT
(44.335513335000485, -72.04233839099965)"
Admin Building,6288,93 Davison Dr,Pittsford,39569.00,$6610.89,,,1994.90,$3657.20,,,,,,,,,,,,,,,,,,,$10268.09,01/01/2011 12:00:00 AM,"93 Davison Dr
Pittsford, VT
(43.718299551000484, -73.01770633999968)"
Father Logue Camp Kitchen, 6610-6611,Hart Rd,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"Hart Rd
Duxbury, VT
(44.3293600070005, -72.76684821899966)"
252 Main St (KenGar),6630,252 Main St,Hyde Park,31709.36,$3736.88,,,,,,,1527.10,$3365.21,,,,,,,,,,,,,,,$7102.09,01/01/2009 12:00:00 AM,"252 Main St
Hyde Park, VT
(44.5927586680005, -72.61538130599968)"
8 & 9 South,6363,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Lyndon Information Center,9713,"I-91 Southbound, Mile Marker 141",Lyndon,45848.00,$7624.07,,,2917.80,$4221.97,,,,,,,,,,,,,,,,,,,$11846.04,01/01/2013 12:00:00 AM,"I-91 Southbound, Mile Marker 141
Lyndon, VT
(44.51443295600046, -72.01197727799968)"
NESCF Wood Shed 3,6525,1270 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"1270 US Rte 5
St. Johnsbury, VT
(44.33557262400046, -72.04234201199966)"
Sharon North Information Center,15,"I-89 Northbound, Mile Marker 10",Sharon,230760.00,$34255.79,,,402.90,$645.65,,,,,,,,,,,,,,,393.00,$945.86,,,$35847.30,01/01/2010 12:00:00 AM,"I-89 Northbound, Mile Marker 10
Sharon, VT
(43.783681207000484, -72.45679705999964)"
7-Bed Secure Res Facility Temp,6257,1076 US Rte 2,Middlesex,,,,,,,,,,,,,,,,,,,,,278.60,$871.94,,,$871.94,01/01/2013 12:00:00 AM,"1076 US Rte 2
Middlesex, VT
(44.29942324500047, -72.69030805299963)"
Common Ground,,,Montpelier,42244.81,$4978.46,,,,,,,,,176464.89,$285212.32,,,3296.62,$217576.92,,,,,190.40,$498.47,,,$508266.17,01/01/2009 12:00:00 AM,"Montpelier, VT
(44.26029105700047, -72.57625768699967)"
Williston North Information Center,9048,"I-89 Northbound, Mile Marker 82",Williston,141440.00,$17793.28,,,,,,,4549.00,$14326.33,,,,,,,,,,,,,,,$32119.61,01/01/2011 12:00:00 AM,"I-89 Northbound, Mile Marker 82
Williston, VT
(44.45307249700045, -73.11672904099964)"
NSCF Garage,6533,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
NWSCF Lift Station,6320,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
State Office,6266,100 Main St,Newport,565360.00,$98025.86,,,,,,,,,,,,,,,,,,,,,,,$98025.86,01/01/2011 12:00:00 AM,"100 Main St
Newport, VT
(44.936065957000494, -72.20856086599963)"
Dorm & Dining,6448,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Garage,6253,1078 US Rte 2,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"1078 US Rte 2
Middlesex, VT
(44.30009250600045, -72.69103957499965)"
Duxbury Farm Residence,6601,6102 VT Rte 100,Duxbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"6102 VT Rte 100
Duxbury, VT
(44.325547171000494, -72.74907603299965)"
SSCF A Core Building,6514,"700 Charlestown Rd, Rte 11",Springfield,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"700 Charlestown Rd, Rte 11
Springfield, VT
(43.26490670600049, -72.44043509499966)"
Ladd Hall,6369,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Saw Mill,6451,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
NWSCF House,6326,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
Building 1707 Storage Building,6202,410 Hegeman Ave,Colchester,5885.00,$1086.47,,,,,,,,,,,,,,,,,,,,,,,$1086.47,01/01/2012 12:00:00 AM,"410 Hegeman Ave
Colchester, VT
(44.50723376600047, -73.14661135499966)"
West Office Center Core,6374,103 South Main St,Waterbury,,,,,1209.50,$2378.50,,,,,,,,,,,,,,,,,,,$2378.50,01/01/2012 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Firehouse,6272,317 Academy Rd,Pittsford,,,,,6596.40,$12120.78,,,,,,,,,,,,,,,,,,,$12120.78,01/01/2012 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
Scenario Building,6273,438 Academy Rd,Pittsford,,,,,252.30,$370.71,,,,,,,,,,,,,,,,,,,$370.71,01/01/2013 12:00:00 AM,"438 Academy Rd
Pittsford, VT
(43.715993943000456, -73.01900987499965)"
Waterford Welcome Center,9731,1270 I-93 Northbound,Waterford,33920.00,$5169.96,,,3331.80,$5005.63,,,,,,,,,,,,,,,,,,,$10175.59,01/01/2013 12:00:00 AM,"1270 I-93 Northbound
Waterford, VT
(44.3435309460005, -71.89139861799964)"
NWSCF Futures Storage Shed,6329,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
Zampieri Office,6174,108 Cherry St,Burlington,1942600.00,$281700.34,13244.00,$16928.07,,,,,,,,,,,,,,,,,,,,,$298628.41,01/01/2012 12:00:00 AM,"108 Cherry St
Burlington, VT
(44.479286566000496, -73.21386164399962)"
State Office,6266,100 Main St,Newport,558880.00,$94707.32,,,,,,,,,,,,,455.50,$34162.50,,,,,148.90,$529.13,,,$129398.95,01/01/2013 12:00:00 AM,"100 Main St
Newport, VT
(44.936065957000494, -72.20856086599963)"
Admin Building,6288,672 Academy Rd,Pittsford,39367.00,$7190.31,,,1306.50,$2287.13,,,,,,,,,,,,,,,,,,,$9477.44,01/01/2012 12:00:00 AM,"672 Academy Rd
Pittsford, VT
(43.718413574000465, -73.01886755999965)"
Barn,6376,43.5 Randall St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"43.5 Randall St
Waterbury, VT
(44.33871221600049, -72.75730654699964)"
Regional Library,6210,471 VT Rte 5,Dummerston,13791.00,$2060.55,,,,,,,2843.30,$7508.28,,,,,,,,,,,,,,,$9568.83,01/01/2010 12:00:00 AM,"471 VT Rte 5
Dummerston, VT
(42.90820518600049, -72.54407329999964)"
CCWC Maintenance,6348,1266 US Rte 5,St. Johnsbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"1266 US Rte 5
St. Johnsbury, VT
(44.335513335000485, -72.04233839099965)"
133 State St,6025,133 State St,Montpelier,4401800.00,$542441.19,,,,,,,319.50,$1016.98,,,,,,,,,,,,,,,$543458.17,01/01/2013 12:00:00 AM,"133 State St
Montpelier, VT
(44.26168684200047, -72.58222431599967)"
State Office,6430,565 St. George Ave,Williston,343840.00,$40777.51,20259.00,$23801.03,,,,,,,,,,,,,,,,,,,,,$64578.54,01/01/2011 12:00:00 AM,"565 St. George Ave
Williston, VT
(44.44678187000045, -73.11103091699965)"
NWSCF Corrections,6322,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
Cow Barn,6460,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Storage Building,6306,McKinley Ave Complex,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"McKinley Ave Complex
Rutland, VT
(43.605093197000485, -72.97827833599968)"
Power Pump,,,Middlesex,,,,,69.20,$107.78,,,,,,,,,,,,,,,,,,,$107.78,01/01/2010 12:00:00 AM,"Middlesex, VT
(44.075203487000465, -72.66268762899966)"
East Cottage,6271,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
NWSCF House,6326,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
NSCF VCI 2,6531,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Oil Shed,6456,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
NSCF VCI 2,6531,2559 Glen Rd,Newport,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"2559 Glen Rd
Newport, VT
(44.905582808000474, -72.19366928499966)"
Derby Welcome Center,9916,1076 Rte I-91 Southbound,Derby,16728.00,$3139.49,,,,,,,327.40,$1097.95,,,2.00,$390.00,,,,,,,,,,,$4627.44,01/01/2013 12:00:00 AM,"1076 Rte I-91 Southbound
Derby, VT
(44.95407646900048, -72.13292959899962)"
Garage,6447,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Asa Bloomer Building,6303,88 Merchants Row,Rutland,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"88 Merchants Row
Rutland, VT
(43.60680073900045, -72.98028660299963)"
State Office,6510,100 Mineral St,Springfield,487674.00,$89136.10,,,185.30,$269.52,,,21487.00,$71058.46,,,,,,,,,,,,,,,$160464.08,01/01/2013 12:00:00 AM,"100 Mineral St
Springfield, VT
(43.29739979800047, -72.48456856299964)"
Common Ground,,,Waterbury,6017916.57,$709198.52,,,,,3752.00,$8159.09,48759.00,$129944.87,182868.92,$267236.50,,,3326.11,$166305.50,,,,,2936.70,$5593.71,,,$1286438.19,01/01/2009 12:00:00 AM,"Waterbury, VT
(44.33871221600049, -72.75730654699964)"
Repair & Maintenance,6391,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
State Office,6430,565 St. George Ave,Williston,326240.00,$37284.86,15845.00,$18964.96,,,,,,,,,,,,,,,,,,,,,$56249.82,01/01/2010 12:00:00 AM,"565 St. George Ave
Williston, VT
(44.44678187000045, -73.11103091699965)"
Court House,6300,9 Merchants Row,Rutland,435551.00,$74887.93,,,,,,,12505.00,$40980.09,,,,,,,,,,,,,,,$115868.02,01/01/2013 12:00:00 AM,"9 Merchants Row
Rutland, VT
(43.60902150700048, -72.98084682899963)"
Sharon Eternal Flame,,"I-89 Northbound, Mile Marker 10",Sharon,,,,,54.30,$72.96,,,,,,,,,,,,,,,,,,,$72.96,01/01/2013 12:00:00 AM,"I-89 Northbound, Mile Marker 10
Sharon, VT
(43.783681207000484, -72.45679705999964)"
5 South,6361,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
Costello Court House,6173,32 Cherry St,Burlington,1360800.00,$213305.30,64911.00,$65670.32,,,,,,,,,,,,,,,,,50.50,$178.88,,,$279154.50,01/01/2012 12:00:00 AM,"32 Cherry St
Burlington, VT
(44.47918707600047, -73.21705125899967)"
Eastern State Exposition Building,6410,1305 Memorial Ave,"Springfield, MA",,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"1305 Memorial Ave
Springfield, MA, VT
(44.075203487000465, -72.66268762899966)"
Zampieri Office,6174,108 Cherry St,Burlington,2336235.78,$275320.36,35003.15,$65241.15,,,,,,,,,,,,,,,,,,,,,$340561.51,01/01/2009 12:00:00 AM,"108 Cherry St
Burlington, VT
(44.479286566000496, -73.21386164399962)"
District Court,6161,30 Putney Rd,Brattleboro,212411.00,$35220.07,,,,,,,5277.00,$19996.77,,,,,,,,,,,,,,,$55216.84,01/01/2012 12:00:00 AM,"30 Putney Rd
Brattleboro, VT
(42.85647372900047, -72.55992780599962)"
50 Packard Lane,,,East Montpelier,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"East Montpelier, VT
(44.270362229000455, -72.48728747699965)"
State Office,6302,92 State St,Rutland,4746.00,$981.41,,,,,,,,,,,,,,,,,,,,,,,$981.41,01/01/2011 12:00:00 AM,"92 State St
Rutland, VT
(43.60921219700049, -72.98181685999964)"
Maintenance Storage,6440,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2013 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
State Offfice,6324,20 Houghton St,St. Albans,516773.00,$79244.44,18878.00,$18549.81,,,,,,,,,,,,,,,,,,,,,$97794.25,01/01/2011 12:00:00 AM,"20 Houghton St
St. Albans, VT
(44.80955088100046, -73.08872640499965)"
Maintenance Shop,6442,546 State Farm Rd,Windsor,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"546 State Farm Rd
Windsor, VT
(43.50109692300049, -72.42632403899967)"
Garage,6253,1078 US Rte 2,Middlesex,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2011 12:00:00 AM,"1078 US Rte 2
Middlesex, VT
(44.30009250600045, -72.69103957499965)"
8 & 9 North,6356,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2012 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
A Building,6366,103 South Main St,Waterbury,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"103 South Main St
Waterbury, VT
(44.33272654300049, -72.75132246899966)"
NWSCF Print Shop,6330,3649 Lower Newton Rd,St. Albans,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2009 12:00:00 AM,"3649 Lower Newton Rd
St. Albans, VT
(44.85470419100045, -73.14088758699967)"
West Cottage,6277,317 Academy Rd,Pittsford,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,01/01/2010 12:00:00 AM,"317 Academy Rd
Pittsford, VT
(43.715081829000496, -73.01761090199966)"
